productName,productSubtitle,ProductPrice,productRatingCount,ProductTotalRating,productshiping,productseller
Google Pixel 7 128GB White - Unlocked AT&T T-Mobile Verizon GSM 7575895,Pre-Owned · Google Pixel 7 · 128 GB · Unlocked,$230.00,5.0 out of 5 stars.,7,from United States,"thegizmotrader (83,067) 99.1%"
Nokia 5300  Unlocked Original Working Mobile Phone Bluetooth,Open Box · 5 MB · Unlocked,$41.00,0,0,from China,we-will-rock-you (104) 98.9%
Apple iPhone 14 Pro Max 128GB Deep Purple (T-Mobile) For Parts READ Description,Parts Only · Apple iPhone 14 Pro Max · 128 GB · AT&T,$315.00,5.0 out of 5 stars.,1,from United States,retrobargins (240) 100%
Apple iPhone 14 Pro 128GB Unlocked AT&T T-Mobile Verizon Good Condition,FREE FEDEX 2 DAY - 60 DAY RETURNS - 1 YEAR WARRANTY,$642.95,5.0 out of 5 stars.,6,from United States,"supplytronics (102,862) 98.8%"
Apple iPhone 14 128GB (Verizon/AT&T/T-Mobile) - Good,Good - Refurbished,$399.99,0,0,from United States,"liquidation_electronics (14,050) 98.6%"
Samsung Galaxy S22+ Plus - 128-256GB - Fully Unlocked - VERY GOOD Condition,Very Good - Refurbished,$349.99 to $389.99,0,0,from United States,"gadget-solutions (1,448) 96.7%"
5049W T Mobile REVVL,Brand New · T-Mobile Revvl · 32 GB,$45.00,0,0,from United States,"image_spareparts (4,535) 98.9%"
OnePlus 9 5G 128GB (T-Mobile Locked) LE2117 Winter Mist,Pre-Owned · OnePlus 9 · 128 GB · T-Mobile,$140.00,5.0 out of 5 stars.,12,from United States,"jlin21221 (27,457) 99.8%"
New in Box Samsung Galaxy S10 SM-G973 128GB GSM Unlocked for ATT T-Mobile & More,Brand New,$223.99,0,0,from United States,"mistyelectronics (131,737) 99.6%"
Samsung Galaxy S22 ULTRA 5G FACTORY UNLOCKED Smartphone - GOOD,Good - Refurbished,$524.00 to $538.00,0,0,from United States,"mobile_tek_usa (16,367) 98.8%"
95% New Sony Ericsson Xperia X10 mini E10i Cell Black (Unlocked) 3G Mobile Phone,Open Box · Sony Ericsson Xperia X10 mini · 128 MB · Unlocked,$55.00,5.0 out of 5 stars.,1,from China,ipod-mobile (204) 98.9%
NEW SEALED APPLE IPHONE 11 64GB BLACK FOR WALMART FAMILY MOBILE,INCLUDES SIM CARD • FREE SHIPPING • 1 YEAR WARRANTY,$239.99,0,0,from United States,"innovee.tech (20,275) 98.9%"
Apple iPhone 12 128GB 64GB Network Unlocked Good Condition,Pre-Owned,$204.00 to $332.00,0,0,from United States,"solarcprod (6,506) 97.2%"
